loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score
945,1,Потребительский,393000.0,19.61,24,2023-03-30,Отделение №4,Просрочен,0.073
946,139,Ипотека,7711000.0,23.47,120,2024-08-15,Отделение №12,Активен,0.206
947,38,Потребительский,268000.0,21.47,24,2025-09-12,Отделение №3,Активен,0.831
948,608,Кредитная карта,253000.0,7.32,24,2024-04-03,Отделение №4,Активен,0.142
949,754,Автокредит,1071000.0,17.0,60,2025-10-25,Отделение №11,Активен,0.864
950,425,Потребительский,755000.0,19.2,36,2025-11-13,Отделение №7,Активен,0.416
951,127,Ипотека,10426000.0,11.16,180,2024-09-26,Отделение №12,Просрочен,0.01
952,77,Ипотека,8960000.0,18.7,300,2024-01-27,Отделение №11,Активен,0.223
953,467,Потребительский,169000.0,9.87,48,2024-09-18,Отделение №12,Активен,0.327
954,22,Потребительский,561000.0,16.37,48,2023-08-07,Отделение №10,Активен,0.285
955,519,Потребительский,621000.0,23.98,48,2023-11-08,Отделение №8,Активен,0.555
956,731,Потребительский,439000.0,15.31,12,2024-11-29,Отделение №1,Закрыт,0.111
957,125,Вексель,1004000.0,14.52,3,2024-06-25,Отделение №12,Закрыт,0.371
958,487,Потребительский,498000.0,23.68,12,2025-09-19,Отделение №4,Активен,0.767
959,551,Вексель,3652000.0,6.76,3,2025-03-10,Отделение №14,Закрыт,0.153
960,490,Кредитная карта,279000.0,10.19,24,2024-08-04,Отделение №7,Активен,0.644
961,97,Ипотека,11468000.0,9.88,120,2024-07-31,Отделение №11,Активен,0.194
962,127,Вексель,224000.0,22.02,12,2024-07-10,Отделение №5,Закрыт,0.602
963,94,Автокредит,773000.0,8.55,48,2023-11-12,Отделение №9,Дефолт,0.065
964,414,Автокредит,2008000.0,13.31,36,2023-10-21,Отделение №2,Активен,0.143
965,259,Вексель,129000.0,7.57,3,2025-10-20,Отделение №10,Активен,0.388
966,488,Потребительский,218000.0,16.54,12,2025-02-28,Отделение №14,Просрочен,0.02
967,154,Кредитная карта,283000.0,11.7,36,2025-11-28,Отделение №8,Активен,0.616
968,98,Кредитная карта,94000.0,11.1,24,2025-06-08,Отделение №11,Активен,0.98
969,459,Ипотека,11194000.0,16.37,180,2024-07-19,Отделение №3,Активен,0.36
970,665,Потребительский,598000.0,22.73,48,2023-06-11,Отделение №1,Активен,0.368
971,522,Ипотека,4999000.0,14.05,120,2025-08-25,Отделение №14,Активен,0.88
972,690,Потребительский,352000.0,23.83,36,2025-07-25,Отделение №7,Активен,0.421
973,159,Ипотека,6523000.0,13.19,300,2024-08-07,Отделение №7,Активен,0.326
974,220,Потребительский,447000.0,19.61,24,2023-08-21,Отделение №14,Закрыт,0.568
975,474,Вексель,3942000.0,16.59,9,2025-03-29,Отделение №7,Закрыт,0.764
976,498,Ипотека,5069000.0,15.15,300,2022-10-17,Отделение №8,Активен,0.543
977,395,Потребительский,675000.0,10.17,48,2022-07-22,Отделение №15,Активен,0.338
978,694,Потребительский,338000.0,23.85,48,2024-04-17,Отделение №4,Просрочен,0.024
979,59,Ипотека,8670000.0,16.87,240,2025-10-25,Отделение №7,Активен,0.156
980,245,Автокредит,2482000.0,12.32,36,2024-12-23,Отделение №12,Активен,0.246
981,223,Потребительский,748000.0,23.67,36,2025-06-04,Отделение №12,Активен,0.612
982,30,Автокредит,492000.0,8.08,24,2025-02-07,Отделение №14,Просрочен,0.009
983,309,Кредитная карта,120000.0,23.64,12,2023-10-04,Отделение №12,Закрыт,0.357
984,403,Потребительский,210000.0,17.97,12,2025-07-18,Отделение №15,Активен,0.316
985,232,Вексель,2428000.0,12.08,6,2023-08-17,Отделение №3,Закрыт,0.802
986,23,Кредитная карта,71000.0,16.29,24,2023-03-12,Отделение №3,Закрыт,0.618
987,430,Автокредит,2035000.0,22.1,48,2025-11-14,Отделение №2,Активен,0.249
988,427,Вексель,819000.0,20.4,12,2025-08-02,Отделение №7,Активен,0.136
989,374,Ипотека,6769000.0,19.16,120,2025-04-15,Отделение №15,Активен,0.818
990,754,Ипотека,7719000.0,24.35,300,2024-05-17,Отделение №10,Активен,0.947
991,762,Потребительский,305000.0,7.77,12,2024-10-13,Отделение №5,Закрыт,0.135
992,47,Вексель,4592000.0,10.13,3,2025-10-01,Отделение №5,Активен,0.634
993,299,Вексель,4749000.0,17.59,3,2025-11-06,Отделение №1,Активен,0.799
994,4,Автокредит,1935000.0,22.16,36,2024-01-18,Отделение №5,Активен,0.192
995,673,Кредитная карта,274000.0,12.36,12,2024-09-29,Отделение №11,Закрыт,0.167
996,340,Потребительский,280000.0,12.71,48,2024-06-05,Отделение №13,Активен,0.273
997,777,Вексель,3331000.0,7.08,9,2025-02-03,Отделение №15,Закрыт,0.872
998,375,Автокредит,2310000.0,13.5,24,2023-12-01,Отделение №7,Закрыт,0.905
999,78,Ипотека,8953000.0,13.4,240,2025-11-28,Отделение №9,Активен,0.367
1000,547,Кредитная карта,242000.0,12.8,24,2025-12-19,Отделение №12,Активен,0.943
1001,27,Потребительский,195000.0,8.03,36,2023-07-01,Отделение №11,Активен,0.45
1002,505,Потребительский,550000.0,22.98,36,2024-11-08,Отделение №3,Просрочен,0.023
1003,505,Вексель,625000.0,13.37,3,2023-10-05,Отделение №13,Закрыт,0.154
1004,710,Потребительский,116000.0,19.81,12,2023-07-22,Отделение №6,Закрыт,0.737
1005,734,Кредитная карта,197000.0,18.02,12,2025-04-08,Отделение №8,Активен,0.871
1006,671,Автокредит,1260000.0,8.74,24,2025-06-08,Отделение №4,Активен,0.704
1007,793,Кредитная карта,280000.0,19.72,12,2023-02-20,Отделение №7,Закрыт,0.092
1008,44,Вексель,1242000.0,13.62,3,2024-11-25,Отделение №4,Закрыт,0.625
1009,5,Ипотека,3973000.0,19.5,300,2025-05-24,Отделение №12,Активен,0.469
1010,193,Вексель,4339000.0,9.9,3,2024-06-25,Отделение №3,Просрочен,0.006
1011,385,Кредитная карта,101000.0,24.4,36,2025-03-24,Отделение №12,Активен,0.7
1012,10,Вексель,1022000.0,9.49,9,2025-05-21,Отделение №10,Активен,0.635
1013,643,Потребительский,359000.0,14.35,36,2023-09-09,Отделение №12,Активен,0.824
1014,390,Потребительский,55000.0,20.38,36,2024-07-09,Отделение №2,Дефолт,0.065
1015,84,Ипотека,11027000.0,20.4,120,2025-07-23,Отделение №11,Активен,0.43
1016,614,Вексель,3609000.0,8.12,3,2025-11-28,Отделение №15,Активен,0.588
1017,572,Кредитная карта,218000.0,24.15,36,2025-10-20,Отделение №12,Активен,0.569
1018,154,Вексель,2309000.0,15.69,12,2025-11-28,Отделение №6,Активен,0.763
1019,512,Автокредит,2337000.0,9.64,36,2025-04-17,Отделение №7,Активен,0.691
1020,390,Ипотека,6616000.0,22.48,300,2024-08-07,Отделение №3,Активен,0.464
1021,464,Потребительский,613000.0,22.57,48,2025-08-07,Отделение №7,Активен,0.788
1022,786,Кредитная карта,201000.0,6.76,24,2024-01-19,Отделение №11,Активен,0.791
1023,666,Кредитная карта,71000.0,8.25,12,2024-07-01,Отделение №3,Закрыт,0.391
1024,304,Потребительский,198000.0,9.41,48,2025-12-08,Отделение №14,Активен,0.83
1025,353,Автокредит,992000.0,19.82,60,2025-05-27,Отделение №14,Активен,0.433
1026,357,Потребительский,777000.0,24.19,12,2025-04-03,Отделение №6,Дефолт,0.067
1027,271,Вексель,3078000.0,16.05,6,2025-07-31,Отделение №4,Активен,0.494
1028,431,Ипотека,2130000.0,9.42,240,2025-07-17,Отделение №11,Активен,0.63
1029,650,Автокредит,1990000.0,11.69,36,2024-12-20,Отделение №13,Активен,0.725
1030,66,Вексель,728000.0,6.83,12,2022-05-10,Отделение №4,Закрыт,0.37
1031,274,Потребительский,295000.0,18.16,24,2025-12-06,Отделение №8,Активен,0.902
1032,321,Вексель,2819000.0,10.08,9,2025-12-01,Отделение №6,Активен,0.127
1033,255,Вексель,2904000.0,17.41,6,2025-12-21,Отделение №14,Активен,0.237
1034,399,Потребительский,472000.0,15.9,12,2025-01-28,Отделение №13,Дефолт,0.096
1035,410,Потребительский,291000.0,17.59,48,2024-08-05,Отделение №12,Активен,0.891
1036,283,Потребительский,387000.0,19.6,24,2023-07-20,Отделение №13,Закрыт,0.364
1037,552,Потребительский,235000.0,13.05,12,2024-07-17,Отделение №9,Закрыт,0.621
1038,442,Потребительский,255000.0,24.63,36,2025-12-24,Отделение №9,Активен,0.605
1039,281,Потребительский,658000.0,17.63,24,2025-05-08,Отделение №1,Активен,0.296
1040,405,Вексель,1055000.0,21.05,9,2023-05-24,Отделение №14,Закрыт,0.423
1041,365,Кредитная карта,111000.0,11.95,12,2025-07-16,Отделение №11,Просрочен,0.029
1042,624,Вексель,486000.0,14.72,12,2025-10-18,Отделение №3,Активен,0.382
1043,369,Автокредит,2372000.0,14.89,24,2023-09-28,Отделение №10,Закрыт,0.198
1044,538,Ипотека,3629000.0,24.09,180,2025-04-07,Отделение №14,Активен,0.124
1045,164,Потребительский,408000.0,21.81,24,2023-11-20,Отделение №1,Закрыт,0.375
1046,743,Автокредит,2080000.0,12.51,60,2025-08-13,Отделение №1,Активен,0.836
1047,455,Автокредит,1242000.0,7.53,24,2024-11-28,Отделение №3,Активен,0.717
1048,461,Ипотека,11269000.0,8.38,180,2022-11-07,Отделение №12,Активен,0.163
1049,133,Потребительский,616000.0,7.99,36,2023-11-24,Отделение №2,Активен,0.344
1050,244,Ипотека,7451000.0,21.03,300,2025-08-07,Отделение №9,Активен,0.695
1051,449,Вексель,4090000.0,8.62,12,2024-04-18,Отделение №5,Закрыт,0.911
1052,673,Потребительский,92000.0,18.33,12,2023-12-04,Отделение №8,Закрыт,0.697
1053,635,Потребительский,214000.0,24.06,24,2023-09-24,Отделение №6,Закрыт,0.138
1054,376,Потребительский,617000.0,15.89,48,2023-04-09,Отделение №1,Активен,0.29
1055,142,Вексель,3516000.0,10.18,3,2022-04-13,Отделение №4,Просрочен,0.036
1056,219,Автокредит,419000.0,22.72,24,2025-04-06,Отделение №14,Активен,0.509
1057,340,Потребительский,210000.0,20.19,12,2025-07-09,Отделение №9,Активен,0.281
1058,514,Ипотека,5884000.0,11.22,180,2025-05-29,Отделение №15,Активен,0.196
1059,60,Потребительский,139000.0,7.03,36,2024-07-13,Отделение №11,Активен,0.603
1060,95,Вексель,3873000.0,8.57,6,2023-07-01,Отделение №2,Закрыт,0.387
1061,712,Вексель,4384000.0,20.04,6,2025-10-16,Отделение №12,Активен,0.299
1062,133,Вексель,4445000.0,15.03,9,2024-01-10,Отделение №4,Закрыт,0.648
1063,100,Автокредит,2699000.0,15.9,48,2025-08-06,Отделение №4,Активен,0.31
1064,567,Вексель,4316000.0,23.92,6,2025-09-14,Отделение №6,Активен,0.389
1065,189,Ипотека,5908000.0,15.34,180,2025-06-02,Отделение №13,Активен,0.597
1066,664,Кредитная карта,261000.0,17.84,12,2023-11-11,Отделение №14,Закрыт,0.884
1067,213,Потребительский,88000.0,23.61,12,2023-07-16,Отделение №7,Закрыт,0.303
1068,12,Вексель,4810000.0,13.27,3,2025-02-04,Отделение №7,Закрыт,0.646
1069,726,Вексель,1927000.0,18.53,9,2024-05-05,Отделение №1,Закрыт,0.297
1070,235,Кредитная карта,112000.0,23.61,24,2024-07-24,Отделение №13,Активен,0.887
1071,389,Кредитная карта,62000.0,21.09,36,2025-10-28,Отделение №15,Активен,0.88
1072,194,Ипотека,2143000.0,14.88,120,2025-12-10,Отделение №12,Активен,0.886
1073,163,Автокредит,1102000.0,19.96,60,2024-07-12,Отделение №2,Активен,0.153
1074,741,Ипотека,5774000.0,14.46,120,2025-04-22,Отделение №3,Активен,0.466
1075,689,Кредитная карта,186000.0,7.66,12,2025-09-06,Отделение №5,Активен,0.77
1076,532,Вексель,3622000.0,6.95,6,2023-11-22,Отделение №14,Закрыт,0.272
1077,342,Потребительский,567000.0,7.31,12,2025-08-24,Отделение №14,Активен,0.563
1078,619,Ипотека,11521000.0,19.67,300,2025-11-18,Отделение №5,Активен,0.743
1079,483,Ипотека,7980000.0,16.52,300,2024-08-25,Отделение №15,Активен,0.373
1080,103,Ипотека,7510000.0,20.03,180,2023-10-19,Отделение №3,Активен,0.347
1081,40,Автокредит,1367000.0,9.22,48,2023-08-22,Отделение №15,Активен,0.673
1082,479,Ипотека,7423000.0,8.09,240,2024-10-10,Отделение №3,Активен,0.253
1083,324,Потребительский,319000.0,20.37,48,2025-03-08,Отделение №3,Активен,0.862
1084,410,Кредитная карта,123000.0,17.52,36,2022-10-25,Отделение №14,Закрыт,0.54
1085,215,Вексель,4270000.0,21.67,6,2023-07-01,Отделение №14,Закрыт,0.396
1086,768,Ипотека,3119000.0,8.41,120,2024-11-30,Отделение №15,Просрочен,0.004
1087,255,Автокредит,2850000.0,19.56,36,2025-12-03,Отделение №2,Активен,0.335
1088,514,Потребительский,677000.0,23.74,36,2025-01-28,Отделение №14,Активен,0.523
1089,545,Ипотека,7770000.0,20.33,300,2025-11-09,Отделение №11,Активен,0.106
1090,531,Автокредит,805000.0,22.93,36,2024-07-28,Отделение №13,Активен,0.969
1091,394,Потребительский,158000.0,23.98,12,2025-11-24,Отделение №7,Активен,0.242
1092,643,Потребительский,207000.0,6.93,12,2023-09-09,Отделение №2,Просрочен,0.031
1093,311,Потребительский,671000.0,11.16,12,2025-02-13,Отделение №7,Активен,0.951
1094,163,Кредитная карта,209000.0,17.5,12,2025-11-30,Отделение №6,Активен,0.343
1095,618,Потребительский,371000.0,17.81,48,2025-07-24,Отделение №8,Просрочен,0.042
1096,236,Кредитная карта,165000.0,11.21,24,2024-08-19,Отделение №13,Активен,0.474
1097,301,Ипотека,7390000.0,19.17,120,2024-05-15,Отделение №6,Активен,0.62
1098,655,Кредитная карта,215000.0,7.21,12,2025-10-28,Отделение №15,Активен,0.487
1099,204,Потребительский,239000.0,11.02,12,2025-10-08,Отделение №11,Активен,0.831
1100,773,Кредитная карта,153000.0,10.94,36,2023-11-22,Отделение №1,Активен,0.984
1101,136,Потребительский,464000.0,17.79,48,2023-09-04,Отделение №11,Дефолт,0.095
1102,320,Потребительский,697000.0,14.68,12,2024-11-02,Отделение №8,Закрыт,0.502
1103,51,Потребительский,474000.0,17.28,12,2023-06-03,Отделение №8,Закрыт,0.698
1104,721,Потребительский,389000.0,11.84,24,2023-12-05,Отделение №2,Закрыт,0.331
1105,353,Вексель,4846000.0,15.37,3,2025-04-26,Отделение №7,Закрыт,0.249
1106,721,Вексель,4053000.0,7.31,6,2024-02-11,Отделение №6,Закрыт,0.183
1107,590,Кредитная карта,188000.0,19.63,24,2023-08-03,Отделение №15,Закрыт,0.808
1108,19,Потребительский,173000.0,16.85,24,2025-05-24,Отделение №6,Активен,0.438
1109,286,Вексель,2207000.0,16.5,9,2025-07-24,Отделение №1,Активен,0.419
1110,51,Потребительский,468000.0,7.7,48,2022-07-13,Отделение №11,Активен,0.263
1111,669,Ипотека,6013000.0,8.73,180,2022-10-18,Отделение №10,Активен,0.162
1112,458,Потребительский,197000.0,11.34,36,2025-02-15,Отделение №13,Дефолт,0.067
1113,108,Вексель,2952000.0,7.23,3,2025-09-20,Отделение №5,Закрыт,0.202
1114,35,Потребительский,576000.0,7.6,12,2024-02-01,Отделение №2,Закрыт,0.788
1115,186,Автокредит,1091000.0,22.7,24,2023-09-14,Отделение №15,Закрыт,0.137
1116,717,Потребительский,410000.0,18.72,24,2024-07-27,Отделение №4,Активен,0.478
1117,620,Потребительский,341000.0,18.77,12,2022-10-27,Отделение №3,Закрыт,0.858
1118,188,Кредитная карта,48000.0,16.92,36,2025-04-20,Отделение №13,Активен,0.247
1119,358,Ипотека,8256000.0,13.98,180,2025-03-16,Отделение №1,Активен,0.752
1120,752,Кредитная карта,241000.0,18.86,12,2023-06-21,Отделение №7,Закрыт,0.931
1121,40,Ипотека,10364000.0,15.32,180,2022-09-20,Отделение №9,Активен,0.949
1122,660,Кредитная карта,204000.0,10.94,36,2025-04-07,Отделение №8,Активен,0.521
1123,157,Вексель,2220000.0,7.72,3,2024-05-04,Отделение №15,Закрыт,0.085
1124,361,Вексель,3887000.0,11.6,3,2024-10-30,Отделение №11,Закрыт,0.281
1125,248,Вексель,4594000.0,17.64,9,2025-01-01,Отделение №14,Закрыт,0.919
1126,548,Кредитная карта,168000.0,17.35,24,2025-11-10,Отделение №11,Активен,0.56
1127,77,Автокредит,2119000.0,12.7,36,2024-08-19,Отделение №6,Активен,0.691
1128,209,Автокредит,2003000.0,18.08,24,2024-04-23,Отделение №14,Активен,0.934
1129,69,Потребительский,435000.0,23.19,36,2025-03-31,Отделение №6,Активен,0.566
1130,687,Кредитная карта,82000.0,18.94,24,2024-11-26,Отделение №10,Активен,0.279
1131,128,Ипотека,8591000.0,11.93,180,2025-11-10,Отделение №6,Активен,0.687
1132,103,Вексель,2809000.0,17.2,6,2024-08-05,Отделение №12,Закрыт,0.173
1133,768,Вексель,1528000.0,17.51,6,2023-02-26,Отделение №6,Закрыт,0.633
1134,158,Потребительский,536000.0,11.02,48,2024-06-06,Отделение №5,Активен,0.484
1135,502,Кредитная карта,154000.0,11.19,24,2024-04-25,Отделение №2,Дефолт,0.072
1136,375,Кредитная карта,250000.0,7.72,24,2023-12-01,Отделение №5,Закрыт,0.812
1137,70,Кредитная карта,153000.0,21.61,36,2025-04-10,Отделение №7,Активен,0.511
1138,753,Потребительский,88000.0,24.56,48,2025-07-10,Отделение №8,Активен,0.595
1139,522,Ипотека,5131000.0,8.76,180,2025-08-25,Отделение №1,Активен,0.76
1140,441,Потребительский,103000.0,16.35,12,2025-10-28,Отделение №2,Активен,0.127
1141,113,Кредитная карта,215000.0,22.9,12,2023-08-11,Отделение №1,Закрыт,0.567
1142,164,Потребительский,783000.0,14.41,36,2023-11-20,Отделение №10,Активен,0.23
1143,278,Автокредит,2354000.0,9.29,48,2025-04-17,Отделение №6,Активен,0.554
1144,752,Вексель,942000.0,16.47,12,2023-06-21,Отделение №3,Просрочен,0.017
1145,681,Потребительский,605000.0,8.79,36,2024-09-22,Отделение №7,Активен,0.246
1146,569,Потребительский,395000.0,23.38,24,2024-07-03,Отделение №1,Активен,0.279
1147,217,Потребительский,281000.0,10.43,48,2025-12-24,Отделение №2,Активен,0.1
1148,336,Ипотека,6441000.0,22.15,180,2024-02-27,Отделение №1,Активен,0.751
1149,536,Автокредит,1106000.0,21.03,60,2024-06-13,Отделение №6,Активен,0.524
1150,83,Потребительский,431000.0,17.66,48,2024-06-24,Отделение №12,Активен,0.373
1151,699,Потребительский,678000.0,21.0,48,2023-07-03,Отделение №6,Активен,0.207
1152,725,Ипотека,4741000.0,13.48,240,2025-11-11,Отделение №1,Активен,0.878
1153,378,Вексель,2860000.0,19.62,3,2025-09-17,Отделение №10,Просрочен,0.022
1154,623,Потребительский,336000.0,19.82,48,2024-06-12,Отделение №2,Активен,0.909
1155,482,Ипотека,5482000.0,23.27,240,2024-01-21,Отделение №3,Активен,0.26
1156,625,Потребительский,690000.0,24.52,24,2022-10-14,Отделение №13,Закрыт,0.365
1157,563,Потребительский,580000.0,17.82,24,2022-07-09,Отделение №5,Закрыт,0.553
1158,89,Потребительский,749000.0,11.89,48,2024-05-30,Отделение №5,Активен,0.859
1159,174,Кредитная карта,80000.0,9.57,24,2023-10-01,Отделение №14,Просрочен,0.067
1160,82,Потребительский,89000.0,16.58,24,2023-08-14,Отделение №15,Закрыт,0.942
1161,777,Потребительский,63000.0,19.61,24,2025-05-19,Отделение №2,Дефолт,0.067
1162,23,Потребительский,637000.0,16.68,12,2024-08-05,Отделение №3,Закрыт,0.369
1163,240,Потребительский,749000.0,12.49,24,2025-06-18,Отделение №5,Активен,0.172
1164,420,Автокредит,454000.0,8.98,24,2024-03-17,Отделение №3,Просрочен,0.048
1165,334,Вексель,1285000.0,20.91,9,2025-03-21,Отделение №8,Закрыт,0.462
1166,344,Потребительский,132000.0,18.28,24,2023-03-30,Отделение №2,Закрыт,0.755
1167,528,Кредитная карта,67000.0,16.23,24,2024-08-01,Отделение №13,Активен,0.49
1168,772,Ипотека,7415000.0,15.09,300,2025-02-06,Отделение №9,Активен,0.647
1169,186,Ипотека,8055000.0,16.13,300,2023-05-30,Отделение №9,Активен,0.408
1170,787,Кредитная карта,64000.0,7.85,12,2025-12-06,Отделение №14,Активен,0.995
1171,201,Потребительский,503000.0,13.42,48,2024-02-23,Отделение №6,Активен,0.374
1172,501,Ипотека,9503000.0,20.76,180,2024-06-10,Отделение №8,Активен,0.75
1173,112,Кредитная карта,243000.0,18.44,36,2024-04-11,Отделение №4,Активен,0.302
1174,267,Потребительский,725000.0,15.46,48,2023-06-02,Отделение №8,Активен,0.466
1175,424,Ипотека,4047000.0,24.16,180,2024-05-01,Отделение №3,Активен,0.245
1176,319,Кредитная карта,279000.0,7.48,24,2024-02-06,Отделение №7,Активен,0.465
1177,777,Кредитная карта,265000.0,11.91,12,2025-05-10,Отделение №9,Активен,0.821
1178,612,Ипотека,11340000.0,12.99,300,2023-12-27,Отделение №15,Активен,0.193
1179,605,Автокредит,429000.0,20.2,24,2025-12-19,Отделение №1,Активен,0.562
1180,48,Потребительский,214000.0,14.75,36,2022-05-26,Отделение №10,Закрыт,0.334
1181,291,Ипотека,8218000.0,7.44,240,2025-09-15,Отделение №2,Активен,0.517
1182,213,Кредитная карта,235000.0,7.17,24,2024-11-18,Отделение №12,Активен,0.779
1183,176,Вексель,2579000.0,12.57,6,2024-02-13,Отделение №12,Закрыт,0.714
1184,539,Вексель,1409000.0,8.21,6,2025-08-31,Отделение №7,Активен,0.384
1185,239,Потребительский,83000.0,10.08,12,2025-07-07,Отделение №7,Активен,0.569
1186,567,Вексель,4428000.0,16.95,12,2025-09-14,Отделение №4,Активен,0.99
1187,642,Потребительский,100000.0,19.88,12,2025-11-04,Отделение №4,Активен,0.787
1188,567,Ипотека,11812000.0,7.97,300,2025-09-14,Отделение №15,Активен,0.46
1189,221,Потребительский,596000.0,24.08,36,2024-09-15,Отделение №9,Активен,0.258
1190,218,Автокредит,2743000.0,18.73,48,2025-07-17,Отделение №11,Активен,0.527
1191,136,Вексель,3611000.0,20.82,9,2025-05-01,Отделение №14,Активен,0.245
1192,167,Потребительский,413000.0,12.03,36,2024-11-24,Отделение №7,Активен,0.973
1193,405,Потребительский,494000.0,21.66,36,2023-05-08,Отделение №14,Активен,0.555
1194,364,Вексель,4416000.0,23.16,6,2024-08-08,Отделение №12,Закрыт,0.926
1195,227,Автокредит,1344000.0,16.92,60,2024-05-08,Отделение №4,Активен,0.299
1196,654,Потребительский,411000.0,23.54,12,2023-10-05,Отделение №7,Просрочен,0.057
1197,534,Вексель,855000.0,12.64,12,2024-11-21,Отделение №5,Закрыт,0.37
1198,276,Потребительский,709000.0,17.33,48,2024-10-05,Отделение №14,Активен,0.405
1199,4,Потребительский,232000.0,9.43,24,2023-11-20,Отделение №7,Закрыт,0.327
1200,135,Кредитная карта,57000.0,9.26,12,2025-03-25,Отделение №15,Активен,0.429
1201,593,Потребительский,778000.0,6.54,24,2023-02-21,Отделение №3,Закрыт,0.178
1202,679,Потребительский,683000.0,17.02,36,2025-12-14,Отделение №15,Просрочен,0.04
1203,455,Потребительский,125000.0,17.8,12,2024-11-28,Отделение №4,Закрыт,0.821
1204,107,Вексель,4496000.0,11.42,12,2024-01-16,Отделение №14,Закрыт,0.291
1205,345,Автокредит,2563000.0,7.69,48,2024-11-11,Отделение №5,Активен,0.606
1206,139,Потребительский,632000.0,17.66,12,2024-10-13,Отделение №1,Закрыт,0.689
1207,462,Ипотека,5387000.0,15.2,180,2025-11-24,Отделение №9,Активен,0.453
1208,368,Потребительский,540000.0,21.35,48,2024-05-06,Отделение №14,Активен,0.235
1209,433,Потребительский,295000.0,9.24,24,2024-08-02,Отделение №2,Активен,0.155
1210,256,Потребительский,706000.0,24.87,24,2022-08-09,Отделение №12,Закрыт,0.126
1211,43,Потребительский,628000.0,10.9,36,2025-04-01,Отделение №7,Активен,0.482
1212,358,Потребительский,533000.0,10.36,36,2025-12-23,Отделение №1,Активен,0.473
1213,596,Ипотека,5908000.0,7.4,240,2023-08-28,Отделение №13,Активен,0.841
1214,695,Потребительский,190000.0,18.61,48,2024-09-27,Отделение №12,Активен,0.397
1215,749,Кредитная карта,151000.0,14.27,24,2025-12-19,Отделение №15,Активен,0.315
1216,725,Вексель,4354000.0,22.49,6,2025-11-11,Отделение №5,Активен,0.164
1217,515,Ипотека,6869000.0,7.27,240,2023-02-18,Отделение №9,Активен,0.14
1218,677,Автокредит,2888000.0,14.19,36,2024-03-21,Отделение №11,Активен,0.771
1219,161,Ипотека,5430000.0,6.55,240,2024-08-10,Отделение №14,Активен,0.483
1220,303,Кредитная карта,84000.0,19.02,12,2024-07-18,Отделение №12,Закрыт,0.858
1221,246,Автокредит,1780000.0,20.66,36,2024-06-09,Отделение №1,Активен,0.731
1222,140,Ипотека,9191000.0,24.84,240,2025-01-08,Отделение №5,Активен,0.456
1223,204,Потребительский,356000.0,21.76,12,2025-10-08,Отделение №8,Активен,0.417
1224,184,Кредитная карта,194000.0,21.86,12,2024-10-04,Отделение №5,Закрыт,0.223
1225,544,Потребительский,539000.0,18.8,12,2023-04-15,Отделение №7,Закрыт,0.58
1226,349,Потребительский,448000.0,24.02,12,2025-07-10,Отделение №7,Активен,0.449
1227,537,Потребительский,86000.0,16.35,12,2024-07-03,Отделение №7,Закрыт,0.899
1228,129,Потребительский,701000.0,18.7,36,2025-05-14,Отделение №10,Активен,0.497
1229,48,Потребительский,546000.0,22.24,36,2022-08-26,Отделение №7,Закрыт,0.926
1230,100,Автокредит,1254000.0,19.11,36,2025-08-06,Отделение №11,Дефолт,0.08
1231,585,Потребительский,410000.0,23.63,12,2022-09-23,Отделение №3,Закрыт,0.731
1232,313,Вексель,3392000.0,23.17,12,2022-11-28,Отделение №3,Закрыт,0.204
1233,246,Ипотека,9651000.0,24.86,240,2023-09-26,Отделение №11,Активен,0.692
1234,713,Потребительский,787000.0,24.05,12,2025-07-09,Отделение №13,Дефолт,0.066
1235,54,Вексель,4727000.0,20.57,6,2023-05-25,Отделение №9,Закрыт,0.338
1236,100,Вексель,3920000.0,8.75,12,2025-08-06,Отделение №5,Активен,0.668
1237,311,Вексель,1846000.0,9.75,3,2025-02-13,Отделение №9,Закрыт,0.807
1238,199,Кредитная карта,226000.0,24.76,36,2024-06-18,Отделение №6,Активен,0.162
1239,229,Потребительский,661000.0,24.74,24,2025-03-17,Отделение №6,Активен,0.757
1240,31,Потребительский,690000.0,21.35,48,2025-10-28,Отделение №7,Активен,0.776
1241,437,Потребительский,193000.0,20.26,48,2025-04-15,Отделение №12,Дефолт,0.067
1242,271,Потребительский,543000.0,20.68,48,2025-07-31,Отделение №11,Активен,0.387
1243,248,Ипотека,11000000.0,9.96,120,2024-08-02,Отделение №1,Активен,0.571
1244,253,Кредитная карта,282000.0,14.15,36,2024-02-27,Отделение №6,Активен,0.838
1245,481,Кредитная карта,53000.0,16.08,12,2025-05-02,Отделение №10,Активен,0.766
1246,322,Потребительский,421000.0,18.0,36,2024-12-22,Отделение №14,Просрочен,0.032
1247,69,Автокредит,1040000.0,7.22,60,2025-03-31,Отделение №5,Активен,0.107
1248,20,Вексель,4992000.0,24.89,9,2025-11-03,Отделение №14,Активен,0.281
1249,696,Ипотека,2744000.0,15.67,240,2023-03-28,Отделение №7,Активен,0.739
1250,373,Потребительский,786000.0,19.6,36,2025-08-16,Отделение №15,Активен,0.87
1251,283,Автокредит,1959000.0,8.59,24,2024-01-13,Отделение №13,Активен,0.975
1252,5,Потребительский,716000.0,10.41,24,2025-03-26,Отделение №4,Активен,0.8
1253,119,Потребительский,284000.0,16.6,12,2025-12-30,Отделение №12,Активен,0.577
